13:53:57:55 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=4m9s538ms).
14:36:11:54 [RMI TCP Connection(784)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin -Application shutdown requested.
14:36:11:69 [RMI TCP Connection(784)-127.0.0.1] INFO  o.a.coyote.http11.Http11NioProtocol -Stopping ProtocolHandler ["http-nio-8080"]
14:36:11:76 [RMI TCP Connection(784)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
14:36:11:79 [RMI TCP Connection(784)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Shutdown initiated...
14:36:11:81 [RMI TCP Connection(784)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Shutdown completed.
14:39:25:73 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils -Could not detect default configuration classes for test class [com.example.hctbank.HctbankApplicationTests]: HctbankApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
14:42:02:38 [main] INFO  com.example.HctbankApplication -Starting HctbankApplication using Java 17.0.1 with PID 23233 (/Users/rampraneethreddy/Downloads/newbank/hctbank2/target/classes started by rampraneethreddy in /Users/rampraneethreddy/Downloads/newbank/hctbank2)
14:42:02:39 [main] INFO  com.example.HctbankApplication -No active profile set, falling back to 1 default profile: "default"
14:42:03:08 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFAULT mode.
14:42:03:14 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 57 ms. Found 6 JPA repository interfaces.
14:42:03:62 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port 8080 (http)
14:42:03:63 [main] INFO  o.a.coyote.http11.Http11NioProtocol -Initializing ProtocolHandler ["http-nio-8080"]
14:42:03:63 [main] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
14:42:03:63 [main] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/10.1.19]
14:42:03:67 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
14:42:03:67 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 1246 ms
14:42:03:80 [main] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
14:42:03:83 [main] INFO  org.hibernate.Version -HHH000412: Hibernate ORM core version 6.4.4.Final
14:42:03:84 [main] INFO  o.h.c.i.RegionFactoryInitiator -HHH000026: Second-level cache disabled
14:42:03:96 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo -No LoadTimeWeaver setup: ignoring JPA class transformer
14:42:04:01 [main] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Starting...
14:42:04:28 [main] INFO  com.zaxxer.hikari.pool.HikariPool -HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@31ab4859
14:42:04:28 [main] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Start completed.
14:42:04:32 [main] WARN  org.hibernate.orm.deprecation -HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
